[dotenv@17.2.3] injecting env (10) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
🔌 Frontend WebSocket server running on ws://localhost:5000
🚀 Marome Backend running on port 5000
📊 Correlation Matrix API: http://localhost:5000/api/correlation-matrix?period=30
🧪 EODHD Test: http://localhost:5000/api/test-eodhd-gold
💬 Marome Chat AI: http://localhost:5000/api/chat
📡 Initializing EODHD WebSockets...
📡 Connecting to EODHD WebSocket...
📡 Connecting to EODHD Forex WebSocket...
📡 Connecting to EODHD Crypto WebSocket...
✅ EODHD Forex WebSocket connected
💱 Subscribed to: 8 forex pairs + 3 metals
✅ EODHD WebSocket connected
📊 Subscribed to: 3 indices + 12 major US stocks
✅ Crypto WebSocket connected
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO ADA-USD: 0.26309301 (-2.45%)
₿ CRYPTO BNB-USD: 616.8401 (-3.01%)
💱 FOREX GBPZAR: 21.8075 (+0.21%)
₿ CRYPTO SOL-USD: 83.8077 (-3.34%)
₿ CRYPTO DOGE-USD: 0.09252436 (-3.64%)
₿ CRYPTO AVAX-USD: 8.7663 (-3.11%)
₿ CRYPTO ETH-USD: 2008.3404 (-4.53%)
₿ CRYPTO BTC-USD: 68337.5895 (-2.54%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO ADA-USD: 0.263084 (-2.46%)
₿ CRYPTO LTC-USD: 53.2604 (-2.09%)
₿ CRYPTO BNB-USD: 616.845 (-3.00%)
₿ CRYPTO SOL-USD: 83.8051 (-3.34%)
🥇 COMMODITY XAGUSD: 81.95 (+0.15%)
💱 FOREX EURZAR: 18.9933 (+0.50%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX USDJPY: 154.3846 (-1.12%)
💱 FOREX USDZAR: 15.9461 (+0.32%)
₿ CRYPTO DOGE-USD: 0.09252718 (-3.64%)
₿ CRYPTO LTC-USD: 53.2594 (-2.09%)
₿ CRYPTO ETH-USD: 2008.359 (-4.53%)
₿ CRYPTO BTC-USD: 68337.6947 (-2.54%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO BNB-USD: 616.8525 (-3.00%)
₿ CRYPTO AVAX-USD: 8.7663 (-3.11%)
₿ CRYPTO ADA-USD: 0.2630795 (-2.46%)
₿ CRYPTO DOGE-USD: 0.09253359 (-3.63%)
₿ CRYPTO SOL-USD: 83.8063 (-3.34%)
₿ CRYPTO BTC-USD: 68338.0349 (-2.54%)
₿ CRYPTO ETH-USD: 2008.3932 (-4.52%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO LTC-USD: 53.2547 (-2.10%)
₿ CRYPTO BNB-USD: 616.8563 (-3.00%)
₿ CRYPTO ADA-USD: 0.26334258 (-2.36%)
₿ CRYPTO AVAX-USD: 8.7661 (-3.12%)
₿ CRYPTO DOGE-USD: 0.09253679 (-3.63%)
₿ CRYPTO SOL-USD: 83.8069 (-3.34%)
₿ CRYPTO BTC-USD: 68338.2049 (-2.54%)
₿ CRYPTO ETH-USD: 2008.3266 (-4.53%)
₿ CRYPTO BNB-USD: 616.8581 (-3.00%)
₿ CRYPTO XRP-USD: 1.4019 (-2.38%)
₿ CRYPTO LTC-USD: 53.3079 (-2.00%)
₿ CRYPTO AVAX-USD: 8.7661 (-3.12%)
₿ CRYPTO ADA-USD: 0.2632088 (-2.41%)
₿ CRYPTO DOGE-USD: 0.09253465 (-3.63%)
₿ CRYPTO SOL-USD: 83.8034 (-3.34%)
₿ CRYPTO BTC-USD: 68339.1399 (-2.54%)
₿ CRYPTO ETH-USD: 2008.2933 (-4.53%)
₿ CRYPTO SOL-USD: 83.8101 (-3.34%)
₿ CRYPTO BNB-USD: 616.8841 (-3.00%)
₿ CRYPTO ADA-USD: 0.26316274 (-2.43%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO LTC-USD: 53.2827 (-2.05%)
₿ CRYPTO BTC-USD: 68340.4574 (-2.54%)
₿ CRYPTO DOGE-USD: 0.09253357 (-3.63%)
₿ CRYPTO ETH-USD: 2008.4117 (-4.52%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX USDZAR: 15.9451 (+0.32%)
💱 FOREX GBPZAR: 21.8075 (+0.21%)
💱 FOREX EURZAR: 18.9933 (+0.50%)
₿ CRYPTO AVAX-USD: 8.7662 (-3.11%)
₿ CRYPTO BNB-USD: 616.897 (-3.00%)
₿ CRYPTO DOGE-USD: 0.09253012 (-3.64%)
₿ CRYPTO ADA-USD: 0.26314387 (-2.43%)
₿ CRYPTO SOL-USD: 83.8113 (-3.33%)
₿ CRYPTO BTC-USD: 68342.2411 (-2.54%)
💱 FOREX USDJPY: 154.3845 (-1.12%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO LTC-USD: 53.2701 (-2.07%)
₿ CRYPTO BNB-USD: 616.9035 (-3.00%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO ETH-USD: 2008.5736 (-4.52%)
₿ CRYPTO SOL-USD: 83.814 (-3.33%)
₿ CRYPTO BTC-USD: 68347.3828 (-2.53%)
₿ CRYPTO AVAX-USD: 8.7665 (-3.11%)
₿ CRYPTO ADA-USD: 0.2631263 (-2.44%)
₿ CRYPTO DOGE-USD: 0.09253381 (-3.63%)
₿ CRYPTO BNB-USD: 616.8929 (-3.00%)
₿ CRYPTO LTC-USD: 53.2601 (-2.09%)
🥇 COMMODITY XAUUSD: 5036.78 (+0.09%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX GBPZAR: 21.8079 (+0.21%)
💱 FOREX GBPZAR: 21.8080 (+0.21%)
💱 FOREX EURZAR: 18.9934 (+0.50%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XAGUSD: 81.95 (+0.15%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO ETH-USD: 2008.613 (-4.51%)
₿ CRYPTO AVAX-USD: 8.7666 (-3.11%)
₿ CRYPTO ADA-USD: 0.26312565 (-2.44%)
₿ CRYPTO SOL-USD: 83.8133 (-3.33%)
₿ CRYPTO BTC-USD: 68349.4538 (-2.53%)
₿ CRYPTO DOGE-USD: 0.09253565 (-3.63%)
₿ CRYPTO BNB-USD: 616.9265 (-2.99%)
₿ CRYPTO LTC-USD: 53.2613 (-2.09%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO AVAX-USD: 8.7681 (-3.09%)
₿ CRYPTO ETH-USD: 2008.6578 (-4.51%)
₿ CRYPTO SOL-USD: 83.8154 (-3.33%)
₿ CRYPTO ADA-USD: 0.26312533 (-2.44%)
₿ CRYPTO BTC-USD: 68350.4893 (-2.52%)
₿ CRYPTO DOGE-USD: 0.09253658 (-3.63%)
₿ CRYPTO LTC-USD: 53.2556 (-2.10%)
₿ CRYPTO XRP-USD: 1.4021 (-2.37%)
₿ CRYPTO BNB-USD: 616.9432 (-2.99%)
₿ CRYPTO AVAX-USD: 8.7685 (-3.09%)
₿ CRYPTO ETH-USD: 2008.6801 (-4.51%)
₿ CRYPTO DOGE-USD: 0.09253412 (-3.63%)
₿ CRYPTO SOL-USD: 83.8077 (-3.34%)
₿ CRYPTO ADA-USD: 0.26311266 (-2.45%)
₿ CRYPTO BTC-USD: 68351.0071 (-2.52%)
₿ CRYPTO LTC-USD: 53.2591 (-2.09%)
₿ CRYPTO BNB-USD: 616.8816 (-3.00%)
₿ CRYPTO AVAX-USD: 8.7684 (-3.09%)
₿ CRYPTO ETH-USD: 2008.7288 (-4.51%)
₿ CRYPTO XRP-USD: 1.4021 (-2.37%)
₿ CRYPTO SOL-USD: 83.8151 (-3.33%)
₿ CRYPTO BTC-USD: 68351.2661 (-2.52%)
₿ CRYPTO DOGE-USD: 0.09253706 (-3.63%)
₿ CRYPTO BNB-USD: 616.9208 (-2.99%)
₿ CRYPTO SOL-USD: 83.8125 (-3.33%)
₿ CRYPTO XRP-USD: 1.4022 (-2.36%)
₿ CRYPTO ETH-USD: 2008.7532 (-4.51%)
₿ CRYPTO ADA-USD: 0.26311883 (-2.44%)
₿ CRYPTO BTC-USD: 68351.3955 (-2.52%)
₿ CRYPTO AVAX-USD: 8.7687 (-3.09%)
₿ CRYPTO LTC-USD: 53.262 (-2.09%)
₿ CRYPTO DOGE-USD: 0.09253978 (-3.63%)
₿ CRYPTO ETH-USD: 2008.7653 (-4.51%)
₿ CRYPTO SOL-USD: 83.8063 (-3.34%)
₿ CRYPTO XRP-USD: 1.4022 (-2.36%)
₿ CRYPTO BTC-USD: 68351.4603 (-2.52%)
₿ CRYPTO AVAX-USD: 8.7688 (-3.09%)
₿ CRYPTO BNB-USD: 616.9404 (-2.99%)
₿ CRYPTO ADA-USD: 0.26338195 (-2.35%)
₿ CRYPTO LTC-USD: 53.3153 (-1.99%)
₿ CRYPTO DOGE-USD: 0.09254114 (-3.62%)
₿ CRYPTO XRP-USD: 1.4022 (-2.36%)
₿ CRYPTO SOL-USD: 83.8198 (-3.32%)
₿ CRYPTO BTC-USD: 68351.4926 (-2.52%)
₿ CRYPTO ETH-USD: 2008.7714 (-4.51%)
₿ CRYPTO BNB-USD: 616.9502 (-2.99%)
💱 FOREX USDZAR: 15.9445 (+0.32%)
₿ CRYPTO LTC-USD: 53.2889 (-2.04%)
₿ CRYPTO AVAX-USD: 8.7685 (-3.09%)
₿ CRYPTO DOGE-USD: 0.09254057 (-3.62%)
₿ CRYPTO ETH-USD: 2008.9024 (-4.50%)
₿ CRYPTO BTC-USD: 68354.1587 (-2.52%)
₿ CRYPTO ADA-USD: 0.26325348 (-2.39%)
₿ CRYPTO XRP-USD: 1.4022 (-2.36%)
₿ CRYPTO BNB-USD: 616.9551 (-2.99%)
₿ CRYPTO DOGE-USD: 0.09254903 (-3.62%)
₿ CRYPTO SOL-USD: 83.8099 (-3.34%)
₿ CRYPTO AVAX-USD: 8.7685 (-3.09%)
₿ CRYPTO BTC-USD: 68362.2105 (-2.51%)
₿ CRYPTO XRP-USD: 1.4022 (-2.36%)
💱 FOREX GBPZAR: 21.8081 (+0.21%)
₿ CRYPTO ETH-USD: 2008.8537 (-4.50%)
₿ CRYPTO ADA-USD: 0.26318924 (-2.42%)
₿ CRYPTO LTC-USD: 53.2741 (-2.06%)
₿ CRYPTO BNB-USD: 616.9825 (-2.98%)
₿ CRYPTO DOGE-USD: 0.09254827 (-3.62%)
₿ CRYPTO SOL-USD: 83.8237 (-3.32%)
₿ CRYPTO AVAX-USD: 8.7689 (-3.08%)
₿ CRYPTO BTC-USD: 68361.8553 (-2.51%)
🥇 COMMODITY XAUUSD: 5036.67 (+0.09%)
₿ CRYPTO ETH-USD: 2008.9243 (-4.50%)
₿ CRYPTO ADA-USD: 0.26315712 (-2.43%)
₿ CRYPTO XRP-USD: 1.4023 (-2.35%)
₿ CRYPTO LTC-USD: 53.2758 (-2.06%)
₿ CRYPTO BNB-USD: 616.9963 (-2.98%)
₿ CRYPTO SOL-USD: 83.8119 (-3.33%)
₿ CRYPTO AVAX-USD: 8.7689 (-3.08%)
₿ CRYPTO DOGE-USD: 0.09254788 (-3.62%)
₿ CRYPTO BTC-USD: 68369.4647 (-2.50%)
₿ CRYPTO ETH-USD: 2009.0259 (-4.49%)
₿ CRYPTO ADA-USD: 0.26316606 (-2.43%)
₿ CRYPTO BNB-USD: 617.0265 (-2.98%)
₿ CRYPTO XRP-USD: 1.4024 (-2.35%)
₿ CRYPTO LTC-USD: 53.2766 (-2.06%)
₿ CRYPTO SOL-USD: 83.8247 (-3.32%)
₿ CRYPTO DOGE-USD: 0.09254769 (-3.62%)
₿ CRYPTO BTC-USD: 68373.2697 (-2.49%)
₿ CRYPTO XRP-USD: 1.4025 (-2.34%)
₿ CRYPTO ADA-USD: 0.26317053 (-2.42%)
₿ CRYPTO ETH-USD: 2009.0767 (-4.49%)
₿ CRYPTO BNB-USD: 617.0182 (-2.98%)
₿ CRYPTO AVAX-USD: 8.7692 (-3.08%)
💱 FOREX GBPZAR: 21.8081 (+0.21%)
🥇 COMMODITY XPTUSD: 2101.61 (-0.28%)
💱 FOREX EURZAR: 18.9936 (+0.50%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPZAR: 21.8083 (+0.21%)
💱 FOREX USDJPY: 154.3825 (-1.12%)
💱 FOREX USDZAR: 15.9444 (+0.32%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XAUUSD: 5036.53 (+0.09%)
₿ CRYPTO SOL-USD: 83.8311 (-3.31%)
₿ CRYPTO DOGE-USD: 0.0925476 (-3.62%)
₿ CRYPTO BTC-USD: 68377.1222 (-2.49%)
₿ CRYPTO LTC-USD: 53.2771 (-2.06%)
₿ CRYPTO ADA-USD: 0.26317277 (-2.42%)
₿ CRYPTO ETH-USD: 2009.0921 (-4.49%)
₿ CRYPTO BNB-USD: 617.0141 (-2.98%)
₿ CRYPTO SOL-USD: 83.8343 (-3.31%)
₿ CRYPTO AVAX-USD: 8.7692 (-3.08%)
₿ CRYPTO BTC-USD: 68379.2985 (-2.48%)
₿ CRYPTO XRP-USD: 1.4027 (-2.33%)
₿ CRYPTO LTC-USD: 53.2773 (-2.06%)
₿ CRYPTO ETH-USD: 2009.1098 (-4.49%)
₿ CRYPTO DOGE-USD: 0.09254755 (-3.62%)
₿ CRYPTO BNB-USD: 617.0121 (-2.98%)
₿ CRYPTO ADA-USD: 0.26317388 (-2.42%)
₿ CRYPTO LTC-USD: 53.3306 (-1.96%)
₿ CRYPTO SOL-USD: 83.8371 (-3.30%)
₿ CRYPTO AVAX-USD: 8.7696 (-3.08%)
₿ CRYPTO BTC-USD: 68382.2366 (-2.48%)
₿ CRYPTO XRP-USD: 1.4028 (-2.32%)
₿ CRYPTO BNB-USD: 617.1055 (-2.96%)
₿ CRYPTO ETH-USD: 2009.5349 (-4.47%)
₿ CRYPTO DOGE-USD: 0.09255252 (-3.61%)
₿ CRYPTO ADA-USD: 0.26343706 (-2.33%)
₿ CRYPTO AVAX-USD: 8.7699 (-3.07%)
₿ CRYPTO SOL-USD: 83.8398 (-3.30%)
₿ CRYPTO BTC-USD: 68385.5556 (-2.47%)
₿ CRYPTO BNB-USD: 617.1768 (-2.95%)
₿ CRYPTO ETH-USD: 2009.7562 (-4.46%)
₿ CRYPTO XRP-USD: 1.4029 (-2.31%)
₿ CRYPTO DOGE-USD: 0.09254626 (-3.62%)
₿ CRYPTO SOL-USD: 83.8466 (-3.29%)
₿ CRYPTO LTC-USD: 53.3053 (-2.01%)
₿ CRYPTO ADA-USD: 0.26333103 (-2.36%)
₿ CRYPTO AVAX-USD: 8.7695 (-3.08%)
₿ CRYPTO BTC-USD: 68387.2152 (-2.47%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO ETH-USD: 2009.8547 (-4.45%)
₿ CRYPTO BTC-USD: 68388.1076 (-2.47%)
₿ CRYPTO BNB-USD: 617.1879 (-2.95%)
₿ CRYPTO DOGE-USD: 0.09255188 (-3.61%)
₿ CRYPTO LTC-USD: 53.2914 (-2.03%)
₿ CRYPTO ADA-USD: 0.26327802 (-2.38%)
₿ CRYPTO SOL-USD: 83.842 (-3.30%)
₿ CRYPTO AVAX-USD: 8.7699 (-3.07%)
₿ CRYPTO DOGE-USD: 0.09255761 (-3.61%)
₿ CRYPTO BNB-USD: 617.1934 (-2.95%)
₿ CRYPTO LTC-USD: 53.2857 (-2.04%)
₿ CRYPTO XRP-USD: 1.403 (-2.31%)
₿ CRYPTO BTC-USD: 68390.072 (-2.47%)
₿ CRYPTO ADA-USD: 0.26324723 (-2.40%)
₿ CRYPTO SOL-USD: 83.8474 (-3.29%)
₿ CRYPTO ETH-USD: 2009.9161 (-4.45%)
₿ CRYPTO AVAX-USD: 8.7703 (-3.07%)
₿ CRYPTO BNB-USD: 617.1866 (-2.95%)
₿ CRYPTO LTC-USD: 53.2774 (-2.06%)
₿ CRYPTO ETH-USD: 2009.9468 (-4.45%)
₿ CRYPTO DOGE-USD: 0.09255755 (-3.61%)
₿ CRYPTO XRP-USD: 1.403 (-2.31%)
₿ CRYPTO ADA-USD: 0.26324861 (-2.40%)
₿ CRYPTO BTC-USD: 68389.4735 (-2.47%)
₿ CRYPTO SOL-USD: 83.8237 (-3.32%)
₿ CRYPTO AVAX-USD: 8.7703 (-3.07%)
₿ CRYPTO BNB-USD: 617.1928 (-2.95%)
₿ CRYPTO ETH-USD: 2009.9622 (-4.45%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPZAR: 21.8083 (+0.21%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX USDZAR: 15.9456 (+0.32%)
💱 FOREX USDJPY: 154.3827 (-1.12%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURZAR: 18.9939 (+0.50%)
₿ CRYPTO LTC-USD: 53.2787 (-2.06%)
₿ CRYPTO BTC-USD: 68388.8285 (-2.47%)
₿ CRYPTO ADA-USD: 0.26323681 (-2.40%)
₿ CRYPTO SOL-USD: 83.8331 (-3.31%)
₿ CRYPTO DOGE-USD: 0.09255461 (-3.61%)
₿ CRYPTO AVAX-USD: 8.7699 (-3.07%)
₿ CRYPTO BNB-USD: 617.1834 (-2.95%)
₿ CRYPTO XRP-USD: 1.4029 (-2.31%)
₿ CRYPTO ETH-USD: 2009.9698 (-4.45%)
₿ CRYPTO SOL-USD: 83.8378 (-3.30%)
₿ CRYPTO AVAX-USD: 8.7701 (-3.07%)
₿ CRYPTO ADA-USD: 0.2632184 (-2.41%)
₿ CRYPTO BNB-USD: 617.2157 (-2.95%)
₿ CRYPTO BTC-USD: 68385.4019 (-2.47%)
₿ CRYPTO XRP-USD: 1.403 (-2.31%)
₿ CRYPTO ETH-USD: 2009.9399 (-4.45%)
₿ CRYPTO LTC-USD: 53.2781 (-2.06%)
₿ CRYPTO SOL-USD: 83.8376 (-3.30%)
₿ CRYPTO DOGE-USD: 0.09256855 (-3.60%)
₿ CRYPTO AVAX-USD: 8.7702 (-3.07%)
₿ CRYPTO BNB-USD: 617.1829 (-2.95%)
₿ CRYPTO ADA-USD: 0.2632092 (-2.41%)
₿ CRYPTO BTC-USD: 68382.7136 (-2.48%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO ETH-USD: 2009.9462 (-4.45%)
₿ CRYPTO LTC-USD: 53.2778 (-2.06%)
₿ CRYPTO SOL-USD: 83.8188 (-3.33%)
₿ CRYPTO DOGE-USD: 0.09257553 (-3.59%)
₿ CRYPTO BNB-USD: 617.2154 (-2.95%)
₿ CRYPTO AVAX-USD: 8.7696 (-3.08%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO ETH-USD: 2009.9494 (-4.45%)
₿ CRYPTO LTC-USD: 53.3311 (-1.96%)
₿ CRYPTO BTC-USD: 68381.3694 (-2.48%)
₿ CRYPTO ADA-USD: 0.26347241 (-2.31%)
₿ CRYPTO SOL-USD: 83.8282 (-3.31%)
₿ CRYPTO AVAX-USD: 8.7699 (-3.07%)
₿ CRYPTO BNB-USD: 617.2317 (-2.94%)
₿ CRYPTO DOGE-USD: 0.09258276 (-3.58%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO ETH-USD: 2009.9509 (-4.45%)
₿ CRYPTO LTC-USD: 53.3055 (-2.01%)
₿ CRYPTO BTC-USD: 68380.6972 (-2.48%)
₿ CRYPTO BNB-USD: 617.2399 (-2.94%)
₿ CRYPTO SOL-USD: 83.8574 (-3.28%)
₿ CRYPTO DOGE-USD: 0.09258763 (-3.58%)
₿ CRYPTO ADA-USD: 0.26334871 (-2.36%)
₿ CRYPTO ETH-USD: 2009.978 (-4.45%)
₿ CRYPTO XRP-USD: 1.403 (-2.31%)
₿ CRYPTO BTC-USD: 68381.4319 (-2.48%)
₿ CRYPTO AVAX-USD: 8.7701 (-3.07%)
₿ CRYPTO BNB-USD: 617.2276 (-2.94%)
₿ CRYPTO ADA-USD: 0.26329103 (-2.38%)
₿ CRYPTO DOGE-USD: 0.09258882 (-3.57%)
₿ CRYPTO ETH-USD: 2009.9906 (-4.45%)
₿ CRYPTO LTC-USD: 53.2915 (-2.03%)
₿ CRYPTO SOL-USD: 83.8695 (-3.27%)
₿ CRYPTO BTC-USD: 68382.4159 (-2.48%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO BTC-USD: 68384.8328 (-2.48%)
₿ CRYPTO BNB-USD: 617.2001 (-2.95%)
₿ CRYPTO AVAX-USD: 8.7703 (-3.07%)
₿ CRYPTO DOGE-USD: 0.09258566 (-3.58%)
₿ CRYPTO SOL-USD: 83.8742 (-3.26%)
₿ CRYPTO ADA-USD: 0.26325192 (-2.39%)
₿ CRYPTO LTC-USD: 53.2836 (-2.05%)
₿ CRYPTO ETH-USD: 2010.0018 (-4.45%)
₿ CRYPTO DOGE-USD: 0.09258658 (-3.58%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
💱 FOREX USDJPY: 154.3836 (-1.12%)
💱 FOREX USDZAR: 15.9449 (+0.32%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO BTC-USD: 68384.0789 (-2.48%)
₿ CRYPTO AVAX-USD: 8.7696 (-3.08%)
₿ CRYPTO BNB-USD: 617.2245 (-2.95%)
₿ CRYPTO ETH-USD: 2010.0272 (-4.45%)
₿ CRYPTO ADA-USD: 0.26323846 (-2.40%)
₿ CRYPTO SOL-USD: 83.8783 (-3.26%)
₿ CRYPTO DOGE-USD: 0.09258829 (-3.58%)
₿ CRYPTO AVAX-USD: 8.77 (-3.07%)
₿ CRYPTO BTC-USD: 68383.702 (-2.48%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO LTC-USD: 53.2793 (-2.06%)
₿ CRYPTO BNB-USD: 617.2118 (-2.95%)
₿ CRYPTO DOGE-USD: 0.09258789 (-3.58%)
₿ CRYPTO ADA-USD: 0.26321923 (-2.41%)
₿ CRYPTO ETH-USD: 2010.0161 (-4.45%)
₿ CRYPTO SOL-USD: 83.8804 (-3.25%)
₿ CRYPTO BTC-USD: 68383.5135 (-2.48%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO BNB-USD: 617.2299 (-2.94%)
₿ CRYPTO AVAX-USD: 8.7695 (-3.08%)
₿ CRYPTO DOGE-USD: 0.0925877 (-3.58%)
₿ CRYPTO ADA-USD: 0.26322211 (-2.40%)
₿ CRYPTO LTC-USD: 53.2784 (-2.06%)
₿ CRYPTO SOL-USD: 83.884 (-3.25%)
₿ CRYPTO BTC-USD: 68384.5942 (-2.48%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XAUUSD: 5036.48 (+0.09%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX GBPZAR: 21.8084 (+0.21%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO BNB-USD: 617.2389 (-2.94%)
₿ CRYPTO ETH-USD: 2010.1243 (-4.44%)
₿ CRYPTO DOGE-USD: 0.09258885 (-3.57%)
₿ CRYPTO AVAX-USD: 8.7702 (-3.07%)
₿ CRYPTO ADA-USD: 0.26321939 (-2.41%)
₿ CRYPTO LTC-USD: 53.283 (-2.05%)
₿ CRYPTO SOL-USD: 83.882 (-3.25%)
₿ CRYPTO BTC-USD: 68388.2886 (-2.47%)
₿ CRYPTO BTC-USD: 68390.1359 (-2.47%)
₿ CRYPTO BNB-USD: 617.2435 (-2.94%)
₿ CRYPTO ETH-USD: 2010.2684 (-4.44%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO DOGE-USD: 0.09259317 (-3.57%)
₿ CRYPTO AVAX-USD: 8.7707 (-3.07%)
₿ CRYPTO ADA-USD: 0.26348261 (-2.31%)
₿ CRYPTO LTC-USD: 53.3362 (-1.95%)
₿ CRYPTO SOL-USD: 83.8847 (-3.25%)
₿ CRYPTO BNB-USD: 617.2712 (-2.94%)
₿ CRYPTO ETH-USD: 2010.3842 (-4.43%)
₿ CRYPTO DOGE-USD: 0.09259534 (-3.57%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO AVAX-USD: 8.771 (-3.06%)
₿ CRYPTO BTC-USD: 68393.9011 (-2.46%)
₿ CRYPTO SOL-USD: 83.8886 (-3.24%)
₿ CRYPTO DOGE-USD: 0.09259642 (-3.57%)
💱 FOREX USDZAR: 15.9461 (+0.32%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX EURZAR: 18.9937 (+0.50%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO ETH-USD: 2010.4538 (-4.43%)
₿ CRYPTO LTC-USD: 53.3144 (-1.99%)
₿ CRYPTO BNB-USD: 617.3106 (-2.93%)
₿ CRYPTO BTC-USD: 68395.3838 (-2.46%)
₿ CRYPTO ADA-USD: 0.26336631 (-2.35%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO AVAX-USD: 8.77 (-3.07%)
₿ CRYPTO SOL-USD: 83.8843 (-3.25%)
₿ CRYPTO AVAX-USD: 8.7721 (-3.05%)
₿ CRYPTO BNB-USD: 617.3303 (-2.93%)
₿ CRYPTO DOGE-USD: 0.09259946 (-3.56%)
₿ CRYPTO BTC-USD: 68398.6692 (-2.46%)
₿ CRYPTO LTC-USD: 53.3029 (-2.01%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO SOL-USD: 83.8881 (-3.25%)
₿ CRYPTO ETH-USD: 2010.5401 (-4.42%)
₿ CRYPTO ADA-USD: 0.26330816 (-2.37%)
₿ CRYPTO AVAX-USD: 8.7736 (-3.03%)
₿ CRYPTO BNB-USD: 617.2701 (-2.94%)
₿ CRYPTO DOGE-USD: 0.09259848 (-3.56%)
₿ CRYPTO ETH-USD: 2010.5263 (-4.42%)
₿ CRYPTO BTC-USD: 68398.3221 (-2.46%)
