[dotenv@17.2.3] injecting env (10) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
🔌 Frontend WebSocket server running on ws://localhost:5000
🚀 Marome Backend running on port 5000
📊 Correlation Matrix API: http://localhost:5000/api/correlation-matrix?period=30
🧪 EODHD Test: http://localhost:5000/api/test-eodhd-gold
💬 Marome Chat AI: http://localhost:5000/api/chat
📡 Initializing EODHD WebSockets...
📡 Connecting to EODHD WebSocket...
📡 Connecting to EODHD Forex WebSocket...
📡 Connecting to EODHD Crypto WebSocket...
✅ EODHD Forex WebSocket connected
💱 Subscribed to: 8 forex pairs + 3 metals
✅ EODHD WebSocket connected
📊 Subscribed to: 3 indices + 12 major US stocks
✅ Crypto WebSocket connected
₿ CRYPTO BNB-USD: 615.5528 (+0.00%)
₿ CRYPTO SOL-USD: 83.71 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7569 (+0.00%)
₿ CRYPTO BTC-USD: 68192.8461 (-2.75%)
₿ CRYPTO DOGE-USD: 0.09236386 (+0.00%)
₿ CRYPTO LTC-USD: 53.1995 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4264 (-4.71%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO SOL-USD: 83.7113 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7568 (+0.00%)
₿ CRYPTO BTC-USD: 68192.6356 (-2.75%)
₿ CRYPTO DOGE-USD: 0.09235693 (+0.00%)
₿ CRYPTO LTC-USD: 53.201 (+0.00%)
₿ CRYPTO ADA-USD: 0.26258195 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4495 (-4.71%)
₿ CRYPTO BNB-USD: 615.5944 (+0.00%)
₿ CRYPTO DOGE-USD: 0.0923618 (+0.00%)
₿ CRYPTO LTC-USD: 53.203 (+0.00%)
₿ CRYPTO SOL-USD: 83.7119 (+0.00%)
₿ CRYPTO BTC-USD: 68192.5303 (-2.75%)
₿ CRYPTO AVAX-USD: 8.7565 (+0.00%)
₿ CRYPTO XRP-USD: 1.4 (-2.51%)
₿ CRYPTO ETH-USD: 2004.461 (-4.71%)
₿ CRYPTO BNB-USD: 615.6152 (+0.00%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO SOL-USD: 83.7122 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09236465 (+0.00%)
₿ CRYPTO LTC-USD: 53.2015 (+0.00%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
💱 FOREX GBPZAR: 21.8214 (+0.13%)
🥇 COMMODITY XAUUSD: 5034.33 (+1.39%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX EURZAR: 19.0084 (+0.36%)
🥇 COMMODITY XAGUSD: 81.74 (+2.29%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
💱 FOREX USDJPY: 154.3812 (-1.12%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
🥇 COMMODITY XPTUSD: 2099.87 (-2.27%)
💱 FOREX USDZAR: 15.9550 (+0.32%)
💱 FOREX GBPZAR: 21.8216 (+0.13%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
💱 FOREX EURZAR: 19.0083 (+0.50%)
💱 FOREX USDZAR: 15.9558 (+0.32%)
₿ CRYPTO AVAX-USD: 8.7565 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4767 (-4.71%)
₿ CRYPTO BNB-USD: 615.5186 (+0.00%)
₿ CRYPTO ADA-USD: 0.26254098 (+0.00%)
₿ CRYPTO BTC-USD: 68192.4776 (-2.75%)
₿ CRYPTO SOL-USD: 83.7123 (-3.45%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO AVAX-USD: 8.7567 (+0.00%)
₿ CRYPTO LTC-USD: 53.202 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235732 (+0.00%)
₿ CRYPTO BNB-USD: 615.5773 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4246 (-4.71%)
₿ CRYPTO BTC-USD: 68192.0555 (-2.75%)
₿ CRYPTO ADA-USD: 0.26252049 (+0.00%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO SOL-USD: 83.712 (-3.45%)
₿ CRYPTO LTC-USD: 53.2023 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4836 (-4.71%)
₿ CRYPTO DOGE-USD: 0.09235366 (+0.00%)
₿ CRYPTO BNB-USD: 615.6066 (+0.00%)
₿ CRYPTO ADA-USD: 0.26254774 (+0.00%)
₿ CRYPTO BTC-USD: 68190.7278 (-2.75%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO BTC-USD: 68188.1882 (-2.76%)
₿ CRYPTO ADA-USD: 0.26256978 (+0.00%)
₿ CRYPTO BNB-USD: 615.6403 (+0.00%)
₿ CRYPTO LTC-USD: 53.1999 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7565 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235683 (+0.00%)
₿ CRYPTO ETH-USD: 2004.403 (-4.71%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO SOL-USD: 83.7098 (-3.45%)
₿ CRYPTO LTC-USD: 53.1999 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7564 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235717 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3628 (-4.72%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XAUUSD: 5034.73 (+1.39%)
💱 FOREX USDCHF: 0.7636 (-1.60%)
💱 FOREX GBPZAR: 21.8210 (+0.13%)
₿ CRYPTO BNB-USD: 615.6132 (+0.00%)
₿ CRYPTO ADA-USD: 0.26255156 (+0.00%)
₿ CRYPTO BTC-USD: 68185.0568 (-2.76%)
₿ CRYPTO SOL-USD: 83.7086 (-3.45%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO LTC-USD: 53.1991 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3426 (-4.72%)
₿ CRYPTO DOGE-USD: 0.09235608 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7563 (+0.00%)
₿ CRYPTO BNB-USD: 615.5176 (+0.00%)
₿ CRYPTO BTC-USD: 68184.4909 (-2.76%)
₿ CRYPTO ADA-USD: 0.26252578 (+0.00%)
🥇 COMMODITY XAGUSD: 81.75 (+2.30%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX EURZAR: 19.0079 (+0.50%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
💱 FOREX USDCHF: 0.7636 (-1.60%)
🥇 COMMODITY XPTUSD: 2099.71 (-2.28%)
💱 FOREX USDJPY: 154.3834 (-1.12%)
💱 FOREX GBPZAR: 21.8212 (+0.13%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO SOL-USD: 83.7081 (-3.45%)
₿ CRYPTO LTC-USD: 53.1971 (+0.00%)
₿ CRYPTO ADA-USD: 0.26253789 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7567 (+0.00%)
₿ CRYPTO BNB-USD: 615.5245 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3326 (-4.72%)
₿ CRYPTO BTC-USD: 68184.1955 (-2.76%)
₿ CRYPTO DOGE-USD: 0.09235679 (+0.00%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO SOL-USD: 83.7078 (-3.45%)
₿ CRYPTO AVAX-USD: 8.7565 (+0.00%)
₿ CRYPTO ETH-USD: 2004.2613 (-4.72%)
₿ CRYPTO ADA-USD: 0.26254394 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235715 (+0.00%)
₿ CRYPTO BTC-USD: 68183.0603 (-2.76%)
₿ CRYPTO AVAX-USD: 8.756 (+0.00%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO SOL-USD: 83.7089 (-3.45%)
₿ CRYPTO LTC-USD: 53.1985 (+0.00%)
₿ CRYPTO BNB-USD: 615.5552 (+0.00%)
₿ CRYPTO ETH-USD: 2004.2919 (-4.72%)
₿ CRYPTO LTC-USD: 53.1993 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235857 (+0.00%)
₿ CRYPTO ADA-USD: 0.26254697 (+0.00%)
₿ CRYPTO BTC-USD: 68183.4926 (-2.76%)
₿ CRYPTO BNB-USD: 615.5956 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7561 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3172 (-4.72%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO SOL-USD: 83.7069 (-3.45%)
₿ CRYPTO ADA-USD: 0.26252349 (+0.00%)
₿ CRYPTO BTC-USD: 68183.7088 (-2.76%)
₿ CRYPTO LTC-USD: 53.1984 (+0.00%)
₿ CRYPTO BNB-USD: 615.6158 (+0.00%)
₿ CRYPTO ETH-USD: 2004.2536 (-4.72%)
₿ CRYPTO SOL-USD: 83.7072 (-3.45%)
₿ CRYPTO AVAX-USD: 8.7563 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235804 (+0.00%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO BTC-USD: 68183.5044 (-2.76%)
₿ CRYPTO ADA-USD: 0.26253674 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3151 (-4.72%)
₿ CRYPTO LTC-USD: 53.1992 (+0.00%)
₿ CRYPTO BNB-USD: 615.5902 (+0.00%)
₿ CRYPTO SOL-USD: 83.7099 (-3.45%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO DOGE-USD: 0.09236152 (+0.00%)
₿ CRYPTO ADA-USD: 0.26256837 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7563 (+0.00%)
₿ CRYPTO BTC-USD: 68183.7147 (-2.76%)
₿ CRYPTO LTC-USD: 53.1996 (+0.00%)
₿ CRYPTO XRP-USD: 1.3997 (-2.54%)
₿ CRYPTO BNB-USD: 615.6254 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4016 (-4.71%)
₿ CRYPTO SOL-USD: 83.71 (-3.45%)
₿ CRYPTO BTC-USD: 68185.9214 (-2.76%)
₿ CRYPTO DOGE-USD: 0.09235826 (+0.00%)
₿ CRYPTO ADA-USD: 0.26258418 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7563 (+0.00%)
₿ CRYPTO LTC-USD: 53.1998 (+0.00%)
₿ CRYPTO XRP-USD: 1.3997 (-2.54%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX EURZAR: 19.0081 (+0.50%)
💱 FOREX USDZAR: 15.9561 (+0.32%)
₿ CRYPTO ETH-USD: 2004.3716 (-4.72%)
₿ CRYPTO SOL-USD: 83.7108 (-3.45%)
₿ CRYPTO BNB-USD: 615.6307 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09236663 (+0.00%)
₿ CRYPTO ADA-USD: 0.26259209 (+0.00%)
₿ CRYPTO BTC-USD: 68185.0482 (-2.76%)
₿ CRYPTO AVAX-USD: 8.7566 (+0.00%)
₿ CRYPTO BNB-USD: 615.6334 (+0.00%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO DOGE-USD: 0.09235832 (+0.00%)
₿ CRYPTO ADA-USD: 0.26258355 (+0.00%)
₿ CRYPTO LTC-USD: 53.1999 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3696 (-4.72%)
₿ CRYPTO SOL-USD: 83.7092 (-3.45%)
₿ CRYPTO BTC-USD: 68184.7366 (-2.76%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO AVAX-USD: 8.7564 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09235791 (+0.00%)
₿ CRYPTO ADA-USD: 0.26259177 (+0.00%)
₿ CRYPTO LTC-USD: 53.1999 (+0.00%)
₿ CRYPTO ETH-USD: 2004.296 (-4.72%)
₿ CRYPTO BNB-USD: 615.6347 (+0.00%)
₿ CRYPTO BTC-USD: 68183.8434 (-2.76%)
₿ CRYPTO SOL-USD: 83.7083 (-3.45%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO AVAX-USD: 8.7567 (+0.00%)
💱 FOREX GBPZAR: 21.8209 (+0.13%)
₿ CRYPTO DOGE-USD: 0.09235895 (+0.00%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
₿ CRYPTO LTC-USD: 53.2 (+0.00%)
₿ CRYPTO BNB-USD: 615.5283 (+0.00%)
₿ CRYPTO ADA-USD: 0.26258339 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3168 (-4.72%)
₿ CRYPTO AVAX-USD: 8.7562 (+0.00%)
₿ CRYPTO SOL-USD: 83.7092 (-3.45%)
₿ CRYPTO BTC-USD: 68185.8716 (-2.76%)
₿ CRYPTO DOGE-USD: 0.09236531 (+0.00%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
🥇 COMMODITY XAUUSD: 5034.89 (+1.40%)
💱 FOREX USDJPY: 154.3548 (-1.14%)
₿ CRYPTO LTC-USD: 53.2 (+0.00%)
₿ CRYPTO BNB-USD: 615.5822 (+0.00%)
₿ CRYPTO ADA-USD: 0.26259169 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3671 (-4.72%)
₿ CRYPTO SOL-USD: 83.7083 (-3.45%)
₿ CRYPTO BTC-USD: 68187.3482 (-2.76%)
💱 FOREX GBPZAR: 21.8207 (+0.13%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XAGUSD: 81.76 (+2.32%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX EURZAR: 19.0078 (+0.50%)
💱 FOREX AUDUSD: 0.7074 (+0.56%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO AVAX-USD: 8.7562 (+0.00%)
₿ CRYPTO LTC-USD: 53.2012 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09236349 (+0.00%)
₿ CRYPTO BNB-USD: 615.6091 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4173 (-4.71%)
₿ CRYPTO ADA-USD: 0.26260835 (+0.00%)
₿ CRYPTO SOL-USD: 83.7129 (-3.45%)
₿ CRYPTO BTC-USD: 68189.3365 (-2.75%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO LTC-USD: 53.2031 (+0.00%)
₿ CRYPTO BNB-USD: 615.5155 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3037 (-4.72%)
₿ CRYPTO AVAX-USD: 8.7565 (+0.00%)
₿ CRYPTO SOL-USD: 83.7165 (-3.44%)
₿ CRYPTO ADA-USD: 0.26260417 (-2.63%)
₿ CRYPTO BTC-USD: 68190.4182 (-2.75%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO LTC-USD: 53.2028 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09236258 (+0.00%)
₿ CRYPTO BNB-USD: 615.5758 (+0.00%)
₿ CRYPTO ETH-USD: 2004.3381 (-4.72%)
₿ CRYPTO AVAX-USD: 8.7565 (+0.00%)
₿ CRYPTO BTC-USD: 68189.2592 (-2.75%)
₿ CRYPTO SOL-USD: 83.7132 (-3.45%)
₿ CRYPTO ADA-USD: 0.26260209 (-2.63%)
💱 FOREX EURZAR: 19.0078 (+0.50%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPZAR: 21.8210 (+0.21%)
₿ CRYPTO XRP-USD: 1.3998 (-2.53%)
₿ CRYPTO LTC-USD: 53.2027 (+0.00%)
₿ CRYPTO BNB-USD: 615.4989 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4028 (-4.71%)
₿ CRYPTO BTC-USD: 68192.8406 (-2.75%)
₿ CRYPTO AVAX-USD: 8.7566 (+0.00%)
₿ CRYPTO SOL-USD: 83.7154 (-3.44%)
₿ CRYPTO DOGE-USD: 0.09236504 (+0.00%)
₿ CRYPTO ADA-USD: 0.26260104 (-2.64%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO BNB-USD: 615.5924 (+0.00%)
₿ CRYPTO LTC-USD: 53.2038 (+0.00%)
🥇 COMMODITY XPTUSD: 2099.81 (-2.28%)
💱 FOREX USDCHF: 0.7636 (-1.61%)
💱 FOREX USDJPY: 154.3719 (-1.13%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
₿ CRYPTO ETH-USD: 2004.4351 (-4.71%)
₿ CRYPTO DOGE-USD: 0.09236627 (+0.00%)
₿ CRYPTO BTC-USD: 68192.3078 (-2.75%)
₿ CRYPTO SOL-USD: 83.7164 (-3.44%)
₿ CRYPTO AVAX-USD: 8.7567 (+0.00%)
₿ CRYPTO XRP-USD: 1.3999 (-2.52%)
₿ CRYPTO ADA-USD: 0.26260052 (-2.64%)
₿ CRYPTO BNB-USD: 615.5072 (+0.00%)
₿ CRYPTO ETH-USD: 2004.4638 (-4.71%)
₿ CRYPTO BTC-USD: 68192.9039 (-2.75%)
₿ CRYPTO SOL-USD: 83.717 (-3.44%)
💱 FOREX AUDUSD: 0.7074 (-0.25%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
₿ CRYPTO DOGE-USD: 0.09238438 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7568 (+0.00%)
₿ CRYPTO XRP-USD: 1.4 (-2.51%)
₿ CRYPTO LTC-USD: 53.2019 (+0.00%)
₿ CRYPTO BNB-USD: 615.5716 (+0.00%)
💱 FOREX USDCHF: 0.7636 (-1.61%)
💱 FOREX USDZAR: 15.9559 (+0.32%)
₿ CRYPTO ETH-USD: 2004.5282 (-4.71%)
₿ CRYPTO SOL-USD: 83.7185 (-3.44%)
₿ CRYPTO BTC-USD: 68190.5021 (-2.75%)
₿ CRYPTO ADA-USD: 0.26263359 (-2.62%)
₿ CRYPTO DOGE-USD: 0.09239344 (+0.00%)
₿ CRYPTO BNB-USD: 615.6245 (+0.00%)
₿ CRYPTO XRP-USD: 1.4 (-2.51%)
₿ CRYPTO LTC-USD: 53.2022 (+0.00%)
₿ CRYPTO ETH-USD: 2004.6878 (-4.70%)
₿ CRYPTO BTC-USD: 68200.713 (-2.74%)
₿ CRYPTO SOL-USD: 83.728 (-3.43%)
₿ CRYPTO AVAX-USD: 8.7569 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09240297 (-3.77%)
₿ CRYPTO XRP-USD: 1.4 (-2.51%)
₿ CRYPTO ADA-USD: 0.2626293 (-2.62%)
₿ CRYPTO LTC-USD: 53.2024 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7572 (+0.00%)
₿ CRYPTO BNB-USD: 615.5232 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09241315 (-3.76%)
💱 FOREX GBPZAR: 21.8208 (+0.21%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX USDJPY: 154.3524 (-1.14%)
₿ CRYPTO ETH-USD: 2005.0576 (-4.68%)
₿ CRYPTO BTC-USD: 68206.3937 (-2.73%)
₿ CRYPTO SOL-USD: 83.7332 (-3.42%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO ADA-USD: 0.26267298 (-2.61%)
💱 FOREX EURZAR: 19.0077 (+0.50%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
₿ CRYPTO LTC-USD: 53.2099 (+0.00%)
₿ CRYPTO BNB-USD: 615.6296 (+0.00%)
₿ CRYPTO ETH-USD: 2005.2701 (-4.67%)
₿ CRYPTO BTC-USD: 68212.434 (-2.72%)
₿ CRYPTO AVAX-USD: 8.7575 (+0.00%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO DOGE-USD: 0.09241533 (-3.76%)
₿ CRYPTO LTC-USD: 53.2141 (+0.00%)
💱 FOREX GBPZAR: 21.8203 (+0.21%)
🥇 COMMODITY XAUUSD: 5035.08 (+1.40%)
💱 FOREX AUDUSD: 0.7074 (-0.25%)
💱 FOREX USDCHF: 0.7636 (-1.61%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
₿ CRYPTO BNB-USD: 615.6828 (+0.00%)
₿ CRYPTO ETH-USD: 2005.3788 (-4.67%)
₿ CRYPTO BTC-USD: 68216.5043 (-2.72%)
₿ CRYPTO SOL-USD: 83.7391 (-3.42%)
₿ CRYPTO AVAX-USD: 8.7579 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09241766 (-3.75%)
₿ CRYPTO ADA-USD: 0.26269899 (-2.60%)
🥇 COMMODITY XAGUSD: 81.77 (+2.33%)
💱 FOREX USDJPY: 154.3684 (-1.13%)
💱 FOREX EURZAR: 19.0076 (+0.50%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX USDZAR: 15.9557 (+0.32%)
₿ CRYPTO BTC-USD: 68218.5854 (-2.71%)
₿ CRYPTO LTC-USD: 53.2158 (+0.00%)
₿ CRYPTO BNB-USD: 615.7094 (+0.00%)
₿ CRYPTO XRP-USD: 1.4 (-2.51%)
₿ CRYPTO SOL-USD: 83.7479 (-3.41%)
₿ CRYPTO ETH-USD: 2005.3981 (-4.67%)
₿ CRYPTO AVAX-USD: 8.7581 (+0.00%)
₿ CRYPTO ADA-USD: 0.26271199 (-2.59%)
₿ CRYPTO LTC-USD: 53.2129 (+0.00%)
₿ CRYPTO BNB-USD: 615.7227 (+0.00%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO DOGE-USD: 0.09241383 (-3.76%)
₿ CRYPTO BTC-USD: 68219.5801 (-2.71%)
₿ CRYPTO ETH-USD: 2005.4428 (-4.66%)
₿ CRYPTO BTC-USD: 68223.6923 (-2.71%)
₿ CRYPTO AVAX-USD: 8.7582 (+0.00%)
₿ CRYPTO ADA-USD: 0.2627185 (-2.59%)
₿ CRYPTO XRP-USD: 1.4002 (-2.50%)
₿ CRYPTO BNB-USD: 615.7983 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09241817 (-3.75%)
₿ CRYPTO SOL-USD: 83.7527 (-3.40%)
₿ CRYPTO ETH-USD: 2005.4652 (-4.66%)
₿ CRYPTO LTC-USD: 53.2152 (+0.00%)
₿ CRYPTO ADA-USD: 0.26272175 (-2.59%)
₿ CRYPTO AVAX-USD: 8.7576 (+0.00%)
₿ CRYPTO BNB-USD: 615.6102 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09242033 (-3.75%)
₿ CRYPTO XRP-USD: 1.4002 (-2.50%)
₿ CRYPTO BTC-USD: 68225.2544 (-2.70%)
₿ CRYPTO SOL-USD: 83.7563 (-3.40%)
₿ CRYPTO ETH-USD: 2005.5338 (-4.66%)
₿ CRYPTO LTC-USD: 53.2126 (+0.00%)
₿ CRYPTO ADA-USD: 0.26271087 (-2.59%)
₿ CRYPTO BNB-USD: 615.5161 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09241517 (-3.76%)
₿ CRYPTO XRP-USD: 1.4001 (-2.51%)
₿ CRYPTO SOL-USD: 83.7582 (-3.40%)
₿ CRYPTO ETH-USD: 2005.5169 (-4.66%)
₿ CRYPTO LTC-USD: 53.2113 (+0.00%)
₿ CRYPTO ADA-USD: 0.26270544 (-2.60%)
₿ CRYPTO AVAX-USD: 8.7573 (+0.00%)
₿ CRYPTO BNB-USD: 615.4691 (+0.00%)
₿ CRYPTO BTC-USD: 68225.7272 (-2.70%)
₿ CRYPTO SOL-USD: 83.7591 (-3.39%)
₿ CRYPTO DOGE-USD: 0.09241258 (-3.76%)
₿ CRYPTO ETH-USD: 2005.5085 (-4.66%)
₿ CRYPTO LTC-USD: 53.2171 (+0.00%)
₿ CRYPTO ADA-USD: 0.26271938 (-2.59%)
₿ CRYPTO BNB-USD: 615.6025 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7571 (+0.00%)
₿ CRYPTO XRP-USD: 1.4 (-2.51%)
₿ CRYPTO BTC-USD: 68225.9636 (-2.70%)
₿ CRYPTO SOL-USD: 83.7595 (-3.39%)
₿ CRYPTO ETH-USD: 2005.5042 (-4.66%)
₿ CRYPTO BNB-USD: 615.5123 (+0.00%)
₿ CRYPTO DOGE-USD: 0.09242296 (-3.75%)
₿ CRYPTO ADA-USD: 0.2629821 (-2.49%)
₿ CRYPTO SOL-USD: 83.7614 (-3.39%)
₿ CRYPTO BTC-USD: 68225.2902 (-2.70%)
₿ CRYPTO AVAX-USD: 8.7584 (+0.00%)
₿ CRYPTO ETH-USD: 2005.6204 (-4.66%)
₿ CRYPTO XRP-USD: 1.4002 (-2.50%)
💱 FOREX USDZAR: 15.9543 (+0.32%)
💱 FOREX USDCHF: 0.7637 (-0.33%)
💱 FOREX GBPZAR: 21.8202 (+0.21%)
🥇 COMMODITY XAUUSD: 5035.03 (+0.06%)
💱 FOREX EURZAR: 19.0075 (+0.50%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
🥇 COMMODITY XAGUSD: 81.78 (+2.34%)
₿ CRYPTO DOGE-USD: 0.09242481 (-3.75%)
₿ CRYPTO BNB-USD: 615.6765 (+0.00%)
₿ CRYPTO LTC-USD: 53.2186 (+0.00%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX AUDUSD: 0.7074 (-0.25%)
💱 FOREX USDCHF: 0.7636 (-0.34%)
🥇 COMMODITY XPTUSD: 2099.88 (-2.27%)
💱 FOREX EURUSD: 1.1913 (+0.08%)
💱 FOREX GBPUSD: 1.3676 (-0.05%)
💱 FOREX AUDUSD: 0.7074 (-0.25%)
💱 FOREX EURZAR: 19.0070 (+0.50%)
₿ CRYPTO SOL-USD: 83.7624 (-3.39%)
₿ CRYPTO BTC-USD: 68224.7701 (-2.70%)
₿ CRYPTO ADA-USD: 0.26286606 (-2.54%)
₿ CRYPTO AVAX-USD: 8.7583 (-3.20%)
₿ CRYPTO XRP-USD: 1.4003 (-2.49%)
₿ CRYPTO ETH-USD: 2005.7265 (-4.65%)
₿ CRYPTO LTC-USD: 53.218 (+0.00%)
₿ CRYPTO BNB-USD: 615.7062 (+0.00%)
₿ CRYPTO XRP-USD: 1.4003 (-2.49%)
₿ CRYPTO ADA-USD: 0.26278303 (-2.57%)
₿ CRYPTO BTC-USD: 68224.9225 (-2.70%)
₿ CRYPTO ETH-USD: 2005.802 (-4.65%)
₿ CRYPTO DOGE-USD: 0.09242366 (-3.75%)
₿ CRYPTO SOL-USD: 83.7612 (-3.39%)
₿ CRYPTO ETH-USD: 2005.8477 (-4.65%)
₿ CRYPTO LTC-USD: 53.2178 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7586 (-3.20%)
₿ CRYPTO SOL-USD: 83.7623 (-3.39%)
₿ CRYPTO BNB-USD: 615.7211 (+0.00%)
₿ CRYPTO BTC-USD: 68224.9779 (-2.70%)
₿ CRYPTO ADA-USD: 0.26275402 (-2.58%)
₿ CRYPTO XRP-USD: 1.4002 (-2.50%)
₿ CRYPTO DOGE-USD: 0.09242308 (-3.75%)
₿ CRYPTO LTC-USD: 53.2176 (+0.00%)
₿ CRYPTO AVAX-USD: 8.7587 (-3.20%)
₿ CRYPTO ETH-USD: 2005.9454 (-4.64%)
